context; target; verb; marker; embedded; source; question; cP; MatixTime; MatrixSubject; MatrixPerson; MatrixNumber; AnnotationValue1; AnnotationValue2; AnnotationValue3; AnnotationValue4; AnnotationValue5; Mean; Label; Variance; SD
LG.: - Igen, na már most itt indul el az a spekuláció, amely szerte ágazhat és magam nem spekulálni szeretnék a szónak abban a spontán értelmében, hogy kvázi nem tudom, hogy miről szól a spekuláció, hanem inkább azt a fajta megint csak pszichológiai természetű konfliktus megoldási sémákra utalnék, amely ilyenkor, tehát egy ilyen bizonytalan helyzetben a nézőkben szükségképpen elindulhat.
Elindulhat tehát ugye kiegészítik a fantáziájuk alapján a bizonytalanságból fakadó információhiányt és elkezdenek arról spekulálni, amelyre aztán rájátszhatnak mindenféle előítéletes, meg úgynevezett összeesküvés elméletes teóriák is, hogy tulajdonképpen itt nem is történt valójában semmi.; Műsorvezető: - Már úgy érti, hogy nem történt meg a támadás sem?; ért; modális, kérdés; Nem történt meg a támadás sem.; MNSZ, spok_hu_radio_019.txt; Ön szerint a beszélő mennyire biztos abban, hogy hogy nem történt meg a támadás sem?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
TZ.: - Ez egyébként ez egy nagyon új hír, tehát ez a Hír Televízió adta le ezen a héten, ezt egyébként MSZP-n belüli forrásokra hivatkoznak, de nincsen megjelölve, szóval azt azért fenntartásokkal kell kezelni ezt a hírt, lényegében ez arról szól ez a hír, hogy az MSZP frakcióján belül már most többségben vannak a Gyurcsány hívei, ezáltal egyfajta visszatérés lehetősége..; Műsorvezető: - Visszatérés, úgy érti, hogy a párt élére?; ért; modális, kérdés; a párt élére tér vissza; MNSZ, spok_hu_radio_019.txt; Ön szerint a műsorvezető mennyire biztos benne, hogy Gyurcsány Ferenc visszatér az MSZP élére?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
MÁS.: - Én azt gondolom, hogy alapmegközelítésnek az a tény, hogy kevesebb miniszter van és ezáltal lehetővé teszi, hogy a kormány hozza a legfontosabb döntéseket, azt is jelenti, hogy kevesebb, megint csak egy politikatudományi kifejezést használok, kevesebb vétójátékos van, könnyebben és hatékonyabban és gyorsabban születhetnek kormánydöntések.; Műsorvezető: - Már úgy érti, hogy korábban a minisztériumok egymással birkóztak pénzért, befolyásért, egyeztetniük kellett arra, hogy mondjuk egy törvényben mi legyen, ha mind a kettőnek volt ehhez köze, vagy befolyása, ez most megszűnne?; ért; modális, kérdés; korábban a minisztériumok egymással birkóztak pénzért, befolyásért; MNSZ, spok_hu_radio_020.txt; Ön szerint a beszélő mennyire biztos abban, hogy korábban a minisztériumok egymással birkóztak pénzért és befolyásért?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Műsorvezető: - De a BKV-nál túlzott elosztás van például?
PJ.: - Most ugye arról beszéltünk, hogy a BKV az lenyomata a magyar gazdaságnak, tehát azért magasak az adók és a BKV-nál is ugye a béreket terhelő adók hihetetlen nagy összeget tesznek ki, 32 milliárd forint, amit fizetni kell a BKV-nak de ezt csak úgy tudja megfizetni, hogyha az állam ad neki normatív támogatás.; Műsorvezető: - Már úgy érti, hogy az állam ad 37 milliárdot, amit vissza is vesz járulék formájában?; ért; kérdés; az állam ad 37 milliárdot, amit vissza is vesz járulék formájában; MNSZ, spok_hu_radio_020.txt; Ön szerint a beszélő mennyire biztos abban, hogy az állam ad 37 milliárdot, amit vissza is vesz járulék formájában?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Riporter:  - A szovjetunióból volt.
Végvári András: - Szovjetunióban volt, ez nyilvánvalóan látható, volt alkalmam korábban vezető politikusokkal is interjút készíteni, beszélgetni, tehát tulajdonképpen a papírok, a levéltári anyagok és az interjúk együttesen, számomra egy olyan képet adtak, hogy ebben a időszakban végül is egy nagyon óvatos távolodás történt, persze nem politikai és ideológiai harcok nélküli távolodás történt a szovjet modelltől, és ennek volt bizonyos értelemben egy túlhajtott kísérőjelensége ez a bizonyos piaci fetisizmus, amelyik egy nagyon érdekes jelenség, és mind a mai napig, bár egyre inkább lecsengően a magyar közbeszédet, egyre kevésbé a szakmai közbeszédet, közgazdasági közbeszédet, de még az értelmiségi gondolkodást is jelentős mértékben befolyásolja.; Riporter: - Már úgy érti, hogy továbbra is fetisizáljuk a piacot?; ért; kérdés; Továbbra is fetisizáljuk a piacot.; MNSZ, spok_hu_radio_020.txt; Ön szerint a beszélő mennyire biztos abban, hogy továbbra is fetisizálják a piacot?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
ZT.: - Na most az Alföldön 1864 óta észlelt és regisztrált az, hogy az alföldi ember, az Alföldön élő emberek öngyilkosságra hajlan, önpusztító hajlama lényegesen magasabb. Ezt Konek Sándor, a KSH akkori elnöke írta le, azóta ez egyértelmű és konzekvens, nem vitatható tény, olyannyira, hogy az elmúlt 20 évbe, mire rátérek csökkenése alatt is azon arányban csökkent mindenütt, tehát ugyanaz maradt a kettő 1:2,5 arány, megmarad, noha jóval alacsonyabb szinten, de az megmaradt.
Na most ez egy izgalmas kérdés, nos tehát, hogy Alföldön miért van, ez az egyik legfontosabb kutatni való, amit én kb. 20 éve egyfolytában könyörgöm beadványozom és így tovább és így tovább.; Műsorvezető: - Már úgy érti, hogy ezt nem is kutatták?; ért; kérdés; Az Alföldön tapasztalható magasabb öngyilkossági hajlamot nem kutatták.; MNSZ, spok_hu_radio_020.txt; Ön szerint a beszélő mennyire biztos abban, hogy az Alföldön tapasztalható magasabb öngyilkossági hajlamot nem kutatták?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Árpád: - Ugye amit mi örököltünk végül is a 80-as évek végén, az meglehetősen siralmas állapot volt, de úgy gondolom, hogy nem elsősorban a borászok azok, különösképpen nem azok a borászok, akik az elmúlt 20 évben rengeteget tettek. Tehát nem ők azok, akiket itt elsősorban bántani, vagy kárhoztatni kellene, nem várja senki azt, hogy egy kvázi olyan kiszakított 40-45 év, amin a magyar borászat keresztül ment, hogy az akár 15 vagy 20 év alatt befoltozható.; Műsorvezető: - Már úgy érti, hogy elrontani 40 év alatt lehet, de helyrehozni 40 év alatt nem?; ért; kérdés; Elrontani 40 év alatt lehet, de helyrehozni 40 év alatt nem.; MNSZ, spok_hu_radio_021.txt; Ön szerint a beszélő mennyire biztos abban, hogy elrontani 40 év alatt lehet, de helyrehozni 40 év alatt nem?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sz.N.R.: - Úgy van, ráadásul erre hát jogszabályi kötelezettségeink is éppenséggel vannak, a kisebbségek képviseletét tehát valamiképpen meg kell oldani, sőt a törvényhozási képviseletüket is, ez nem teljesen világos, hogy vajon ilyesfajta kötelezettség van -e vagy sem, de mindenesetre induljunk ki abból, hogy a törvényhozásban valahogyan a kisebbségek képviseletét meg kell oldani. Már most ezt tényleg úgy kellene megoldani, hogy legfeljebb hangsúlyozom, legfeljebb 13 képviselő ül ott, akik nem a pártlogika alapján kerültek bele, hanem valamiképpen ott vannak, és esetleg ezek frakciót alkotnak és valamiképpen ezek szavaznak, hát egészen furcsa kombinációk nőhetnek ki a végén.; Műsorvezető: - Már úgy érti, hogy jöhet az a pont, amikor ők lesznek a mérleg nyelve?; ért; kérdés; Jöhet az a pont, amikor a kisebbségek lesznek a mérleg nyelve.; MNSZ, spok_hu_radio_021.txt; Ön szerint a beszélő mennyire biztos abban, hogy jöhet az a pont, amikor a kisebbségek lesznek a mérleg nyelve?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
KGy.:- Beszűkíti, ő maga beszűkíti.
Tehát és ez szerintem kölcsönösen így ment, mindkét oldal már csak a maga lapját olvasta, a maga igazságát vélte az ügyből kiolvasni, ebben az értelemben én azért ezt a megosztottságot nem tartom, tehát örülök, hogy van két oldal, de a megosztottság súlyosabb dolog.; Műsorvezető: - Már úgy érti, hogy ez az egész dolog fölgyorsított egy folyamatot?; ért; kérdés; Ez a dolog fölgyorsított egy folyamatot.; MNSZ, spok_hu_radio_023.txt; Ön szerint a műsorvezető mennyire biztos benne, hogy ez az egész dolog fölgyorsított egy folyamatot?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Parragh László: - Azért itt jelentős érdekellentétek vannak. Hiszen, hogyha megnöveljük a gyakorlati képzési időt, illetve négy évről, három évre csökkentjük a képzésnek a tartamát, akkor jelentősen csökkentjük az iskolában töltött időt, miközben az iskolákban már most is jelentős kapacitástöbblet van és hát a kapacitástöbblettel valamit kezdeni kellene, úgyhogy azért ez egy nagyon komoly érdekellentét.; Műsorvezető: - Már úgy érti, hogy túl sok a tanár, például?; ért; kérdés; Túl sok a tanár; MNSZ, spok_hu_radio_036.txt; Ön szerint a műsorvezető mennyire biztos benne, hogy túl sok a tanár?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Úgyhogy Oroszországnak van jövője. A demokratikus fejlődéshez, a gazdasági dinamizmushoz adott a kellő intellektuális potenciál, a múltból kapott örökség, a hatalmas természeti gazdagság. Az idő segít nekünk, hogy kijavítsuk azokat a negatívumokat, amelyekkel ma még küzdünk.; Nemes Gábor: - Tehát úgy érti, hogy az idő Önöknek dologzik?; ért; kérdés; A idő nekik dologzik.; MNSZ, spok_hu_radio_037.txt; Ön szerint Nemes Gábor mennyire biztos abban, hogy az idő nekik dolgozik?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Katalin: - Van olyan lehetőség is, hogy vendéglő ajánlott fel ételt, ami aznap megmaradt sürgősen el lehet hozni és még aznap este tudjuk vinni a rászorulóknak, kisbabát váró kismamáknak, a főzés terhét megpróbáljuk levenni a vállukról. Gyűjtünk nekik ruhát, direkt nekik.; Riporter: - Ezt úgy érti, hogy odamegy főzni vagy visz a sajátjából?; ért; kérdés; Odamegy főzni ; MNSZ, spok_hu_radio_044.txt; Ön szerint a Riporter mennyire biztos abban, hogy a riportalany odamegy főzni?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Torba Tamás, közgazdász: Még nem láttam egyetlen politikust se kijönni tanácskozásról, aki a kezében tartotta volna a Maastrichti Egyezmény egy példányát, és látványosan kettétépte volna, tehát ilyen mese még nem történt. Az, hogy létrehoznak majd egy 120 milliárd eurós növekedési alapot, most egész Európára nézve, vagy akár csak az éppen bajban lévő mediterrán országokra nézve, ez a pénz inkább szimbolitikus jelentőségű.; Műsorvezető: - Tehát úgy érti, hogy semmire sem elég?; ért; kérdés; A 120 milliárd eurós növekedési alap semmire sem elég.; MNSZ, spok_hu_radio_057.txt; Ön szerint a műsorvezető mennyire biztos abban, hogy a 120 milliárd eurós növekedési alap semmire sem elég?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eszterházy Péter író: - Ugye a bazár az jó, de a bazárt azt ismerjük, azt ismerhetjük Törökországból, de az is...
Sírik Zsuzsa: - Nem kiábrándító, hogy a szent sírhoz vezető úton végig bazár van?; Eszterházy Péter író: - Nem, hát erre vonatkozóan is van az írásban passzus, tehát a, de épp ezt mondom, hogy nem, nem tudja lefedni, ez olyan, mint nem tudom Velencébe sehol másutt, de Velencébe nem zavar, hogy olyan sokan vannak, s itt is annyival erősebb ez a dolog, hogy semmi, semmi talmi nem, nem zavar benne, semmi!; zavar; tagadás; Velencében nagyon sokan vannak.; MNSZ, spok_hu_radio_012.txt; Ön szerint Eszterházy Péter mennyire biztos benne, hogy Velencében nagyon sokan vannak?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hát volt, ahonnan elzavarták a felmérést végzőket.
Két dolgot szerettünk volna tudni, hány férőhely van és mennyibe kerül. És bizony APEH ellenőrtől kezdve mindenféle, mindenféle hogy mondjam ellenséges egységnek gondolták ezeket a kollegákat, akik ezt a munkát végezték és Magyarországon nincs jelenleg semmi olyan jogszabály, vagy bármi olyan rendelkezés, hogy kötelező lenne, egyébként szerintem ez közérdekű információ, valahova ezt bejelenteni.; Ércfalvi András: - Tudja engem nem zavar, hogyha 400-500 forintot kérnek óránként, legfeljebb nem megyek oda le.; zavar; tagadás; 400-500 forintot kérnek óránként.; MNSZ, spok_hu_radio_013.txt; Ön szerint Ércfalvi András mennyire biztos abban, hogy 400-500 forintot kérnek óránként?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Andrea: - Esetleg valamilyen szinten, de szerintem általában kettőnk között maradnak a dolgok.; Riporter: - Téged nem zavar, hogy az apukádnak van egy barátnője?; zavar; tagadás, kérdés; Apukájának van egy barátnője.; MNSZ, spok_hu_radio_030.txt; Ön szerint a Riporter mennyire biztos benne, hogy Andrea apukájának van egy barátnője?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Szerintem mindenkinek kell venni jegyet. Lassítja a felszállást, de így legalább nem tudnak bliccelni.; Engem nem zavar, hogy itt ellenőriznek.; zavar; tagadás; Itt ellenőriznek.; MNSZ, spok_hu_radio_035.txt; Ön szerint a beszélő mennyire biztos abban, hogy ott ellenőriznek?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Riporter- Körülbelül sejted, hogy ebből nagyon nem lehet megélni?
Márk: - Igen, de ennek ellenére érdekel.; Riporter: - Tehát ez a része nem zavar, hogy nem lehet rajta sem meggazdagodni, sem túl könnyen megélni?; zavar; tagadás, kérdés; Nem lehet rajta sem meggazdagodni, sem túl könnyen megélni.; MNSZ, spok_hu_radio_039.txt; Ön szerint a Riporter mennyire biztos abban, hogy ezen nem lehet sem meggazdagodni, sem túl könnyen megélni belőle?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Riporter: - Szembetűnő az, hogy itt a kolozsvári magyar szerkesztőséget még csak nem is magyar, hanem kisebbségi szerkesztőségként jegyzik.
Bardócz Sándor, főszerkesztő.; Bardócz Sándor: - Ez engem nem zavar, hogy nemzetiségi szerkesztőségként határoznak meg.; zavar; tagadás; Nemzetiségi szerkesztőségként határozzák meg Bardócz Sándort.; MNSZ, spok_hu_radio_042.txt; Ön szerint Bardócz Sándor mennyire biztos benne, hogy nemzetiségi szerkesztőségként határozzák meg?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Riporter
- Arra emlékeztet, mert már próbáltad?
Erika: - A börtönt még nem.; Nem tudom, szóval itt vagyunk többen, jó az nem zavar, hogy többen vagyunk, mert hétvégén egyedül voltam, és az rosszabb volt, de hogy itt vagyunk és akkor igazából jó kimehetünk, de szólni kell, hogy hova megyünk, legalábbis én szoktam, mert figyelmeztettek rá, hogy szóljak, meg úgy nem tudom, olyan bezártságérzete van az embernek.; zavar; tagadás; Többen vannak.; MNSZ, spok_hu_radio_044.txt; Ön szerint a beszélő mennyire biztos benne, hogy többen vannak?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hát szlovákul, vágja rá a legnagyobb természetességgel. A nagyszülők ugyan magyarok, de tudnak szlovákul, teszi hozzá. És milyen emberek szerinted a magyarok? Jók, hangzik a tömör és egyszerű válasz.; És téged nem zavar, hogy nem érted őket? - kérdeztem tovább.; zavar; tagadás, kérdés; Nem érti a magyarokat.; MNSZ, spok_hu_radio_049.txt; Ön szerint a kérdező mennyire biztos benne, hogy a riport alanya nem érti a magyarokat?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Riporter: - Arról beszéltünk idáig, hogy milyen nehézségek voltak az iskolában, milyen nehézségek voltak otthon? Ön például hogy viseli, Niki hiperaktivitását?; Marianna: - Nekem a hiperaktivitás okoz kisebb problémát, a figyelemzavar és az ennek elfogadása az nagyon nagyot, az engem nem zavar, hogy ő mozgékony, sportol, mozog, rendben van, az, hogy nem hallja meg, amit kérek tőle, az nagyon, és a Niki esetében ez a figyelemzavar az, ami nagyon-nagyon erős.; zavar; tagadás; Niki mozgékony, sportol, mozog.; MNSZ, spok_hu_radio_053.txt; Ön szerint a beszélő mennyire biztos benne, hogy Niki mozgékony, sportol, mozog?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Zentai Péter, a Magyar Rádió berlini tudósítója: - Jó reggelt kívánok!; Műsorvezető: - Őszintén szólva nem tudtam, hogy ilyen büntetést is ki lehet szabni Európában.; tud; tagadás; Ilyen büntetést is ki lehet szabni Európában.; MNSZ, spok_hu_radio_010.txt; Ön szerint a műsorvezető mennyire biztos abban, hogy ilyen büntetést is ki lehet szabni Európában?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Nagy Kálmán: - Tárgyalunk a különböző önkormányzatokkal, és vizsgáljuk ennek a lehetőségét. Ezért kell ez a bizonyos időtartam. De hangsúlyozom azt, hogy ebben az országban, rendnek kell lennie, és ezt a rendet meg kell teremteni. Amikor én ezzel az üggyel elkezdtem foglalkozni, akkor a saját választókerületem problémáiból indultam ki.; Utána hoztam létre a népjóléti kabineten belül a társasházakkal foglalkozó munkacsoportot, és akkor még nem tudtam, hogy a munkának ilyen hatalmas tömege szakad ránk.; tud; tagadás; A munkának ilyen hatalmas tömege szakadt rájuk.; MNSZ, spok_hu_radio_010.txt; Ön szerint Nagy Kálmán mennyire biztos abban, hogy a munkának olyen hatalmas tömege szakadt rájuk?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sch.Gy.: - Igen. Hát nem volt hosszú, azzal kezdtem, hogy szégyen, és elmondtam, hogy tulajdonképpen vér folyik Budapest utcáin ugyanolyan diákokat lőnek halomra, mint mi vagynk.; Én nem tudtam, hogy ezt fölveszik magnóra és én mindig azt mondom, hogy én velem az úristen van.; tud; tagadás; Ezt fölvették magnóra.; MNSZ, spok_hu_radio_010.txt; Ön szerint Sch.Gy. mennyire biztos abban, hogy amit mondott, fölvették magnóra?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Krisztián: - Volt egy hölgy, az szólt át és akkor hallottam a lányom sírását.
Riporter: - Ön nem is tudta, hogy ott vannak a vonaton?; Krisztián: - Nem tudtam, nem tudtam, hogy a fél nyolcas vonattal jönnek ők is haza és én mondtam, hogy hozzák meg a vészféket, de nagyon gyorsan történt minden, ilyenkor senki, olyan hirtelen jött minden..; tud; tagadás; A fél nyolcas vonattal jöttek ők is haza.; MNSZ, spok_hu_radio_011.txt; Ön szerint a megkérdezett személy mennyire biztos abban, hogy a lányáék is a fél nyocas vonattal mentek haza?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Mészáros Flóra: - Olyan szépen hagyta őket meg maga a természet, valahogy annyira megrázó élmény volt nekem, hogy mennyi fantasztikus dolog van itt, amit a föld ugye ad, és minden itt hever szerteszét.
Veres Emese Gyöngyvér: - És aztán ott a frakkos behajtó.; Mészáros Flóra: - Hírből ugye hallottam erről a frakkos behajtóról, de mindig ilyen történelmi kontextusban, de nem tudtam, hogy ez tényleg a mai napig ennyire él, főleg azért, mert tényleg főleg Spanyolországban mindenki tartozik.; tud; tagadás; Ez tényleg a mai napig ennyire él.; MNSZ, spok_hu_radio_018.txt; Ön szerint Mészáros Flóra mennyire biztos benne, hogy a frakkos behajtó a mai napig ennyire él?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hanga Zoltán: - Virágos szép napot kívánok!
EL: - Így van, Hanga Zoltán, ezt a hangot gondolom önök ismerik. Ha állatkertről van szó, már évek óta ő beszél hozzánk.; És hát én bevallom őszintén nem tudtam, hogy a szóvivőknek is van már egyesülete és ezek évről évre díjat adnak át.; tud; tagadás; A szóvivőknek is van már egyesülete és ezek évről évre díjat adnak át.; MNSZ, spok_hu_radio_019.txt; Ön szerint EL mennyire biztos abban, hogy a szóvivőknek is van már egyesülete?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hátborzongató az a statisztika, ami az anorexiás serdülő lányokról szól. E szerint minden második keres az interneten testsúlycsökkentő módszereket, minden negyedik pedig kifejezetten az evészavarról szóló oldalakat böngészi, az pedig kifejezetten tragikus, hogy az anorexiás tinédzserek öt-tíz százaléka belehal a betegsége, és az ötven százalékuk soha nem gyógyul meg. Máris a szakemberrel beszélgetünk erről, de előtte Bereg Patrícia beszélgetése következik egy olyan lánnyal, akinek sikerült teljesen felépülni.; Anita: - Olyan 15-16 éves koromban kezdődött, már kisebb koromban sem voltam elégedett, mindig kövérnek éreztem magam, de akkor 15 éves korom körül lett olyan hihetetlen önuralmam, hogy tényleg így meg tudtam állni és végigcsinálni egy ilyen komolyabb diétát, amit akkor ugye még nem tudtam, hogy ebből betegség lesz, ez csak egy elhatározás lett, hogy majd akkor most megmutatom.; tud; tagadás; A diétából betegség lett.; MNSZ, spok_hu_radio_019.txt; Ön szerint a megkérdezett lány mennyire biztos benne, hogy a diétájából betegség lett?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ádám: - Mi már hetek óta dolgozunk rajta, de azért volt bennünk egy kis para, nem azért, mert ez nem lesz jó produkció, hanem azért, mert hogy tőlünk pár száz méterre, egy igazi világsztár lépett fel.
De ez kábé ugye a Balkán Fanatic környékén lehetett érezni, hogy ez a történet ez egyáltalán nem fog számítani.; Renáta: - Én bíztam benne, hogy ez meg fog történni, mert hogy jön a nép, én azt nem tudtam, hogy ez ilyen gyorsan fog megtörténni, a nulla darab ember és a több ezer ember között, valahogy úgy gondolom, hogy a Sziget ma esti szívecsücske ott volt a szószerinti csücskön a Világzenei színpadon.; tud; tagadás; Nagyon gyorsan történt.; MNSZ, spok_hu_radio_019.txt; Ön szerint Renáta mennyire biztos benne, hogy nagyon gyorsan történt?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
László: - Ezt nem tudom, hogy miért pont engem, nyilván nem mindegyik galéria vállalja fel, vagy nem mindenki szeretne ezzel foglalkozni ugye, hogy ennek van egy negatív visszhangja, hogy a sopronkőhidai fogháznak az alkotói azok kiállítanak.
Riporter: - Maga miért mondta azt, hogy igen?; Dézi Péter, a Hotel Hélia Galéria tulajdonosa: - Részben nem tudtam, hogy festenek a börtönben.; tud; tagadás; Festenek a börtönben.; MNSZ, spok_hu_radio_019.txt; Ön szerint Dézi Péter mennyire biztos benne, hogy festenek a börtönben?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Éva: - De mondjál neveket, mert biztos.
Roland: - Hát, hogyne, nem hiszem, hát azért Cukor Adolf neve eléggé közismert, William Fox neve, aki a Fox stúdiónak az alapítója.C625; Riporter- Õt például nem tudtam, hogy magyar származású.; tud; tagadás; William Fox magyar származású.; MNSZ, spok_hu_radio_020.txt; Ön szerint a Riporter mennyire biztos benne, hogy William Fox magyar származású?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tehát hogyha valamennyire politikusan gondolkodik az ember, hogy a Védegyletnek a jövője, mit akarunk elérni, akkor nem szabad olyan dologban ennyire élesen és megosztóan nyilatkozni, mint amilyen ez a bizonyos megosztó nyilatkozat volt.; Hát, megmondom őszintén Gábor, én nem tudtam, hogy ennyire eltér a véleményünk mondjuk a homoszexualitás megítélésben, azzal együtt, hogy még egyszer hangsúlyozom, a Védegyletnek erről nincsen kialakult álláspontja, de az, amit elmondtál, azzal nem tudok egyetérteni és szerintem ez a magyar joggal szembemegy amiket mondtál, de most ez tényleg messzire vezetne.; tud; tagadás; Nagyon eltér a véleményük a homoszexualitás megítélésében.; MNSZ, spok_hu_radio_021.txt; Ön szerint a beszélő mennyire biztos abban, hogy Gáborral nagyon eltér a véleményük a homoszexualitás megítélésében?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Műsorvezető: - Még egy téma!
Boros Péter: - Krimiestek, nagyon érdekes lesz.; Én nem tudtam, hogy legalább félezer ember van, aki esténként rója a főváros útjait és különböző bilincseket keres és feladatokat hajt végre azrét, hogy megtalálja a tettest.; tud; tagadás; Legalább félezer ember van, aki esténként rója a főváros útjait; MNSZ, spok_hu_radio_022.txt; Ön szerint Boros Péter mennyire biztos abban, hogy legalább félezer ember rója esténként a főváros útjait?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
A Metód életrajz szerint Mozaborgban hosszabb időt töltöttek és a mozaborgi gróf Ocel azon túl, hogy nagy tisztelettel és szeretettel fogadta őket, ő maga is megtanulta a szláv írást, magyarul a glagovita írást.
Műsorvezető: - Bicsák Esztert hallják rövidesen a Disputában, viszonyáról a Disputával, avagy a műsorkészítő előtt kitáruló világ.; Bicsák Eszter: - Ami engem illet, sokáig nem tudtam, hogy Josip Jelasics horvát bánnak horvát nemzeti színű sakk készlete is volt és a róla készült szobor kardja nem azért nem mutat kis hazánk felé, mert teret rendeztek az építészek, hanem azért, mert ez jelzés volt, békülés.; tud; tagadás; Josip Jelasics horvát bánnak horvát nemzeti színű sakk készlete is volt ; MNSZ, spok_hu_radio_023.txt; Ön szerint Bicsák Eszter mennyire biztos abban, hogy Josip Jelasics horvát bánnak horvát nemzeti színű sakk készlete is volt?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Ezek után a nyugdíjas honvéd alezredes a családtagjaival találkozott, majd a meghitt percek után sajtótájékoztatón számolt be a vele történtekről.
Papp István: - 98 láncszemből álló láncon voltam végig, egy fához kikötve, lábamon a lánc, ez volt az életterem. Meg nem vertek, meg nem kínoztak, de a lelki kín az talán fájdalmasabb, mint a fizikai.; Voltak, amikor eljátszották, amit én nem tudtam, hogy az csak egy játék, hogy kivégeznek, parancsfelolvasás, kikísérés a gépfegyver elé, szembekötés, aztán jaj tévedés, eltépték a papírt.; tud; tagadás; Az csak egy játék, hogy Papp Istvánt kivégzik.; MNSZ, spok_hu_radio_023.txt; Ön szerint Papp István mennyire biztos abban, hogy az csak egy játék volt, hogy kivégzik?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Németh Péter történész, régész.: - További kutatómunkának kell föltárnia Nyíregyháza gazdag történetét, és ezt ő tudta, hiszen nagyon jól ismerte a megyei levéltárnak az anyagát, tudta, hogy mennyi értékes és eddig még nem közölt anyag van itt a levéltárban.

Riporter: - Nos, én 2002-ben kerestem meg tanár urat, éppen a mai napra készülve véletlenül kezembe került az a jegyzet, amiben én fölskicceltem egy monográfiának a vázlatát, amelybe Mező tanár úr lett volna a kötetnek a főszerkesztője.; Ezt én tényleg komolyan gondoltam, azt nem tudtam, hogy a következő év végén már búcsúzni fogunk tőle.; tud; tagadás; A következő év végén már búcsúztak Mező tanár úrtól.; MNSZ, spok_hu_radio_024.txt; Ön szerint Németh Péter mennyire biztos abban, hogy 2003 végén már búcsúztak Mező tanár úrtól?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Nick Thorpe, a BBC közép-kelet-európai tudósítója.: - Hát, nem találkoztam akkor a hatóságokkal. Én kisember voltam turistaként, és találkoztam akkor Erdei Dániellel, más tagokkal a Dialógus csoporttól.
Szénási Sándor: - Szóval '86-ra visszatérve, a könyvedben írod, hogy megkerestél egy csomó médiumot, hogy te akkor itt tudósítanál, és azt hiszem, egyedül a Guardian szerkesztője mondta, hogy hát, öreg, ebből te nem fogsz megélni.; Tehát hogy leközlünk hetente, kéthetente tőled egy cikket, kapsz érte 30 fontot Egyébként nem tudtam, hogy ilyen rosszul fizetnek nálatok.; tud; tagadás; Nagyon rosszul fizetnek a Guardiannél.; MNSZ, spok_hu_radio_027.txt; Ön szerint Szénási Sándor mennyire biztos abban, hogy nagyon rosszul fizetnek a Guardiannél?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Riporter: - Egyebekben korrekt ez az elválás?
Barbara: - Nem, nem, korrekt.; Én úgy érzem, hogy mindent megtettem, hogy megfeleljek, de sosem volt jó, a másik az, hogy még pénzügyi gondjaink is vannak, mert a fizetést is úgy kaptuk, hogy részletekben, részletekben, mert most nincs pénz, és az áprilisi fizetési nyilatkozatot, vagy hogy mondják neki, írtam alá, de akkor én még nem tudtam, hogy el leszek küldve, igazából 20.000-t kaptam csak meg a fizetésemből, úgyhogy én nagyon remélem, hogy nem lesz kitolva velem és megkapom a többi részét is.; tud; tagadás; A beszélő el lett küldve.; MNSZ, spok_hu_radio_029.txt; Ön szerint Barbara mennyire biztos abban, hogy el lett küldve?; ; ; ; ; ; ; ; ; ; ; ; ; ; 
